,item_id,labels,en,es-CO,de,context
396,vocab-item-044,vocab,the pie,la tarta,der kuchen,"vocab-item-044
"
397,vocab-item-045,vocab,the pistachio,el pistacho,die pistazien,"vocab-item-045
"
398,vocab-item-046,vocab,the pitcher,la jarra,der krug,"vocab-item-046
"
399,vocab-item-047,vocab,the potato,la papa,die kartoffel,"vocab-item-047
"
400,vocab-item-048,vocab,the prism,el prisma,das prisma,"vocab-item-048
"
401,vocab-item-049,vocab,the puddle,el charco,die pfütze,"vocab-item-049
"
402,vocab-item-050,vocab,the pump,la bomba de agua,die pumpe,"vocab-item-050
"
403,vocab-item-051,vocab,the rice,el arroz,der reis,"vocab-item-051
"
404,vocab-item-052,vocab,the saddle,la silla de montar,der sattel,"vocab-item-052
"
405,vocab-item-053,vocab,the sandbag,el saco de arena,der sandsack,"vocab-item-053
"
406,vocab-item-054,vocab,the scaffolding,el andamio,das gerüst,"vocab-item-054
"
407,vocab-item-055,vocab,the scoop,el cucharón,die schaufel,"vocab-item-055
"
408,vocab-item-056,vocab,the seagull,la gaviota,die möwe,"vocab-item-056
"
409,vocab-item-057,vocab,the ship,el barco,das schiff,"vocab-item-057
"
410,vocab-item-058,vocab,the shower,la ducha,die dusche,"vocab-item-058
"
411,vocab-item-059,vocab,the silverware,los cubiertos,der tafelsilber,"vocab-item-059
"
412,vocab-item-060,vocab,the sink,el lavabo,das waschbecken,"vocab-item-060
"
413,vocab-item-061,vocab,the ski,el esquí,der ski,"vocab-item-061
"
414,vocab-item-062,vocab,the sloth,el oso perozoso,das faultier,"vocab-item-062
"
415,vocab-item-063,vocab,the snail,el caracol,die schnecke,"vocab-item-063
"
416,vocab-item-064,vocab,the sorbet,el sorbete,das sorbet,"vocab-item-064
"
417,vocab-item-065,vocab,the spatula,la espátula,der Pfannenwender,"vocab-item-065
"
418,vocab-item-066,vocab,the sprinkler,el aspersor,der sprinkler,"vocab-item-066
"
419,vocab-item-067,vocab,the squash,la calabaza,der kürbis,"vocab-item-067
"
420,vocab-item-068,vocab,the squirrel,la ardilla,das eichhörnchen,"vocab-item-068
"
421,vocab-item-069,vocab,the stew,el guiso,der Eintopf,"vocab-item-069
"
422,vocab-item-070,vocab,the rubber band,la banda elástica,das Gummiband,"vocab-item-070
"
423,vocab-item-071,vocab,the stump,el tocón,der baumstumpf,"vocab-item-071
"
424,vocab-item-072,vocab,the sunflower,el girasol,die sonnenblume,"vocab-item-072
"
425,vocab-item-073,vocab,the swordfish,el pez espada,der schwertfisch,"vocab-item-073
"
426,vocab-item-074,vocab,the tapestry,el tapiz,der wandteppich,"vocab-item-074
"
427,vocab-item-075,vocab,the teabag,la bolsa de té,der teebeutel,"vocab-item-075
"
428,vocab-item-076,vocab,the telescope,el telescopio,der teleskop,"vocab-item-076
"
429,vocab-item-077,vocab,the thermos,el termo,die thermoskanne,"vocab-item-077
"
430,vocab-item-078,vocab,the treasure,el tesoro,der schatz,"vocab-item-078
"
431,vocab-item-079,vocab,the trumpet,la trompeta,die trompete,"vocab-item-079
"
432,vocab-item-080,vocab,the tulip,el tulipán,die tulpe,"vocab-item-080
"
433,vocab-item-081,vocab,the turbine,la turbina,die turbine,"vocab-item-081
"
434,vocab-item-082,vocab,the turkey,el pavo,der truthahn,"vocab-item-082
"
435,vocab-item-083,vocab,the turtle,la tortuga,die schildkröte,"vocab-item-083
"
436,vocab-item-084,vocab,the typewriter,la máquina de escribir,die schreibmaschine,"vocab-item-084
"
437,vocab-item-085,vocab,the watermelon,la sandía,die wassermelone,"vocab-item-085
"
438,vocab-item-086,vocab,the waterwheel,la rueda hidráulica,das wasserrad,"vocab-item-086
"
439,vocab-item-087,vocab,the ant,la hormiga,die ameise,"vocab-item-087
"
440,vocab-item-088,vocab,the ball,la pelota,der kugel,"vocab-item-088
"
441,vocab-item-089,vocab,the bear,el oso,der bär,"vocab-item-089
"
442,vocab-item-090,vocab,the duck,el pato,die ente,"vocab-item-090
"
443,vocab-item-091,vocab,the fork,el tenedor,die gabel,"vocab-item-091
"
444,vocab-item-092,vocab,the kitten,el gatito,das kätzchen,"vocab-item-092
"
445,vocab-item-093,vocab,the knee,la rodilla,das knie,"vocab-item-093
"
446,vocab-item-094,vocab,the milkshake,la malteada,der milchshake,"vocab-item-094
"
447,vocab-item-095,vocab,the skin,la piel,der haut,"vocab-item-095
"
448,vocab-item-096,vocab,the wall,el muro,die wand,"vocab-item-096
"
449,vocab-item-097,vocab,the wheel,la rueda,das rad,"vocab-item-097
"
450,vocab-item-098,vocab,the farm,la granja,der bauernhof,"vocab-item-098
"
451,vocab-item-099,vocab,juggling,malabarismo,juggling,"vocab-item-099
"
452,vocab-item-100,vocab,the dressing,el aderezo,der Dressing,"vocab-item-100
"
453,vocab-item-101,vocab,the roof,el techo,das dach,"vocab-item-101
"
454,vocab-item-102,vocab,peeking,espiando,peeking,"vocab-item-102
"
455,vocab-item-103,vocab,the ruler,la regla,das lineal,"vocab-item-103
"
456,vocab-item-104,vocab,the tunnel,el túnel,der tunnel,"vocab-item-104
"
457,vocab-item-105,vocab,the envelope,el sobre,der umschlag,"vocab-item-105
"
458,vocab-item-106,vocab,the diamond,el diamante,der diamant,"vocab-item-106
"
459,vocab-item-107,vocab,the calendar,el calendario,der kalender,"vocab-item-107
"
460,vocab-item-108,vocab,the panda,el panda,der panda,"vocab-item-108
"
461,vocab-item-109,vocab,the arrow,la flecha,der pfeil,"vocab-item-109
"
462,vocab-item-110,vocab,picking,cosecha,picking,"vocab-item-110
"
463,vocab-item-111,vocab,dripping,goteo,dripping,"vocab-item-111
"
464,vocab-item-112,vocab,the knight,el caballero,der ritter,"vocab-item-112
"
465,vocab-item-113,vocab,delivering,entregando,delivering,"vocab-item-113
"
466,vocab-item-114,vocab,the dentist,la dentista,der zahnarzt,"vocab-item-114
"
467,vocab-item-115,vocab,the claw,la garra,der Klauenhammer,"vocab-item-115
"
468,vocab-item-116,vocab,the uniform,el uniforme,die uniform,"vocab-item-116
"
469,vocab-item-117,vocab,furry,peludo,furry,"vocab-item-117
"
470,vocab-item-118,vocab,the cormorant,el cormorán,der kormoran,"vocab-item-118
"
471,vocab-item-119,vocab,fetch,traer,fetch,"vocab-item-119
"
472,vocab-item-120,vocab,the arcade,la arcada,die arkade,"vocab-item-120
"
473,vocab-item-121,vocab,the artifact,el artefacto,das artefakt,"vocab-item-121
"
474,vocab-item-122,vocab,aversion,aversión,aversion,"vocab-item-122
"
475,vocab-item-123,vocab,the beret,la boina,die baskenmütze,"vocab-item-123
"
476,vocab-item-124,vocab,applaud,aplaudir,applaud,"vocab-item-124
"
477,vocab-item-125,vocab,timid,tímido,timid,"vocab-item-125
"
478,vocab-item-126,vocab,the camp,el campamento,das lager,"vocab-item-126
"
479,vocab-item-127,vocab,tumble,caída,tumble,"vocab-item-127
"
480,vocab-item-128,vocab,concentric,concéntrico,concentric,"vocab-item-128
"
481,vocab-item-129,vocab,the confectionery,la confitería,der Süßigkeiten,"vocab-item-129
"
482,vocab-item-130,vocab,the couturier,el costurero,der Schneider,"vocab-item-130
"
483,vocab-item-131,vocab,degression,disminución,degression,"vocab-item-131
"
484,vocab-item-132,vocab,the divan,el diván,die Ottomane,"vocab-item-132
"
485,vocab-item-133,vocab,the wetland,el humedal,das feuchtgebiet,"vocab-item-133
"
486,vocab-item-134,vocab,the baywindow,la ventana salediza,das erkerfenster,"vocab-item-134
"
487,vocab-item-135,vocab,the aesthete,el esteta,der ästhetik,"vocab-item-135
"
488,vocab-item-136,vocab,ecstatic,extático,ecstatic,"vocab-item-136
"
489,vocab-item-137,vocab,rickety,desvencijado,rickety,"vocab-item-137
"
490,vocab-item-138,vocab,gourmet,gourmet,gourmet,"vocab-item-138
"
491,vocab-item-139,vocab,gesticulate,gesticular,gesticulate,"vocab-item-139
"
492,vocab-item-140,vocab,the facade,la fachada,die fassade,"vocab-item-140
"
493,vocab-item-141,vocab,the slope,la pendiente,der hang,"vocab-item-141
"
494,vocab-item-142,vocab,the habit,el hábito,die Angewohnheit,"vocab-item-142
"
495,vocab-item-143,vocab,the intersection,la intersección,die kreuzung,"vocab-item-143
"
496,vocab-item-144,vocab,the irrigation,la irrigación,die bewässerung,"vocab-item-144
"
497,vocab-item-145,vocab,the kazoo,el kazoo,der kazoo,"vocab-item-145
"
498,vocab-item-146,vocab,chat,conversar,chat,"vocab-item-146
"
499,vocab-item-147,vocab,the colony,la colonia,die kolonie,"vocab-item-147
"
500,vocab-item-148,vocab,preserve,preservar,preserve,"vocab-item-148
"
501,vocab-item-149,vocab,the awning,el toldo,der sonnensegel,"vocab-item-149
"
502,vocab-item-150,vocab,mammalogy,mamalogía,mammalogy,"vocab-item-150
"
503,vocab-item-151,vocab,the metronome,el metrónomo,das metronom,"vocab-item-151
"
504,vocab-item-152,vocab,the paleontologist,el paleontólogo,der paläontologe,"vocab-item-152
"
505,vocab-item-153,vocab,the percussion,la percusión,die perkussion,"vocab-item-153
"
506,vocab-item-154,vocab,the posterior,la posterior,der hinten,"vocab-item-154
"
507,vocab-item-155,vocab,precarious,precario,precarious,"vocab-item-155
"
508,vocab-item-156,vocab,the arbor,el quiosco,der Pavillon,"vocab-item-156
"
509,vocab-item-157,vocab,resuscitation,resucitación,resuscitation,"vocab-item-157
"
510,vocab-item-158,vocab,the rosette,el rosetón,die rosette,"vocab-item-158
"
511,vocab-item-159,vocab,the saffron,el azafrán,der safran,"vocab-item-159
"
512,vocab-item-160,vocab,mischievous,travieso,mischievous,"vocab-item-160
"
513,vocab-item-161,vocab,the skimmer,la desnatadora,der abschäumer,"vocab-item-161
"
514,vocab-item-162,vocab,sedentary,sedentario,sedentary,"vocab-item-162
"
515,vocab-item-163,vocab,the suede,la gamuza,das wildleder,"vocab-item-163
"
516,vocab-item-164,vocab,the turnstile,el torniquete,das Drehkreuz,"vocab-item-164
"
517,vocab-item-165,vocab,the triad,la tríada,die triade,"vocab-item-165
"
518,vocab-item-166,vocab,dredging,dragado,dredging,"vocab-item-166
"
519,vocab-item-167,vocab,urban,urbano,urban,"vocab-item-167
"
520,vocab-item-168,vocab,the steam,el vapor,der dampf,"vocab-item-168
"
521,vocab-item-169,vocab,the vertebra,la vértebra,der wirbel,"vocab-item-169
"
522,vocab-item-170,vocab,the bandage,el vendaje,der verband,"vocab-item-170
"
523,vocab-instruct-1,vocab,"In this game, you are going to listen to words and look at different pictures. Your job is to pick the picture that matches the word!","En este juego, escucharás palabras y observarás diferentes imágenes. ¡Tu tarea es elegir la imagen que coincida con la palabra!","In this game, you are going to listen to words and look at different pictures. Your job is to pick the picture that matches the word!","vocab-instruct-1
"
524,vocab-practice-1,vocab,"You are going to see some different pictures. For example, a picture of an apple and a picture of a carrot. Then, you'll hear a word for one of the pictures. Make sure to pick the picture that matches the word!","A continuación, verás algunas imágenes, por ejemplo, una imagen de una manzana y una imagen de una zanahoria. Luego, escucharás la palabra que identifica una de las imágenes. ¡Asegúrate de elegir la imagen que coincida con la palabra!","You are going to see some different pictures. For example, a picture of an apple and a picture of a carrot. Then, you'll hear a word for one of the pictures. Make sure to pick the picture that matches the word!","vocab-practice-1
"
525,vocab-instruct-2,vocab,"Some words are hard, and that's okay. If you're not sure, just give your best guess!","Algunas palabras son difíciles, pero no te preocupes, si tienes dudas, ¡haz tu mejor intento!","Some words are hard, and that's okay. If you're not sure, just give your best guess!","vocab-instruct-2
"
526,vocab-instruct-3,vocab,"If you need to hear the word again, press the speaker button.","Si necesitas escuchar la palabra otra vez, presiona el botón del altavoz.","If you need to hear the word again, press the speaker button.","vocab-instruct-3
"
527,shared-intro-devices,trog,"You can tap on a touchscreen, use the touchpad, or press the arrow keys for this activity. Try it now.","You can tap on a touchscreen, use the touchpad, or press the arrow keys for this activity. Try it now.","You can tap on a touchscreen, use the touchpad, or press the arrow keys for this activity. Try it now.","shared-intro-devices
"
528,shared-choose-picture-press-arrow,trog,"To use an arrow key to choose a picture, press the key that points the same direction as the arrow below the picture.","To use an arrow key to choose a picture, press the key that points the same direction as the arrow below the picture.","To use an arrow key to choose a picture, press the key that points the same direction as the arrow below the picture.","shared-choose-picture-press-arrow
"
529,shared-intro-replay,trog,You can press the replay button to hear things again. Try it now.,You can press the replay button to hear things again. Try it now.,You can press the replay button to hear things again. Try it now.,"shared-intro-replay
"
530,trog-instr1-matching,trog,"This is a matching activity. Listen to what I say, then look at the pictures carefully. Choose the picture that goes with the words you hear.","This is a matching activity. Listen to what I say, then look at the pictures carefully. Choose the picture that goes with the words you hear.","This is a matching activity. Listen to what I say, then look at the pictures carefully. Choose the picture that goes with the words you hear.","trog-instr1-matching
"
531,ChildSurveyIntro,survey,"These questions ask you about how you feel at school and some of the things you do at school. There are no right or wrong answers. Choose the answer that best describes what you think. No, never; Yes, some of the time; Yes, most of the time; Yes, all of the time. The first two are for practice.","Estas preguntas se refieren a cómo te sientes en la escuela, y a algunas de las cosas que haces en la escuela. No hay respuestas correctas ni incorrectas. Elige la respuesta que mejor diga lo que tú piensas. No, nunca; Sí, algunas veces; Sí, muchas veces; Sí, siempre. Las dos primeras preguntas son de práctica.","In diesen Fragen geht es darum, wie du dich in der Schule fühlst und was du in der Schule machst. Es gibt keine richtigen oder falschen Antworten. Wähle die Antwort, die am besten beschreibt, was du denkst. Nein, nie; Ja, manchmal; Ja, meistens; Ja, immer. Die ersten beiden Fragen sind zum Üben.","ChildSurveyIntro
"
532,Example1Comic,survey,Do you like to read comic books?,¿Te gusta leer historietas (comics)?,Liest du gerne Comics?,"Example1Comic
"
533,Example2Neat,survey,Are you neat and tidy at school?,¿Eres limpio y ordenado en el colegio?,Bist du in der Schule ordentlich?,"Example2Neat
"
534,TeacherNice,survey,Is your teacher nice to you?,¿Te trata bien tu profesor?,Ist dein Lehrer nett zu dir?,"TeacherNice
"
535,TeacherLike,survey,Does your teacher like you?,¿Le caes bien a tu profesor?,Mag dich dein Lehrer?,"TeacherLike
"
536,TeacherListen,survey,Does your teacher listen to you?,¿Te escucha tu profesor?,Hört dein Lehrer dir zu?,"TeacherListen
"
537,SchoolFun,survey,Is school fun?,¿Te diviertes en el colegio?,Macht die Schule Spaß?,"SchoolFun
"
538,SchoolEnjoy,survey,Do you enjoy school?,¿Te gusta la escuela?,"Magst du es, in die Schule zu gehen?","SchoolEnjoy
"
539,SchoolHappy,survey,Are you happy at school?,¿Te sientes feliz en la escuela?,Bist du glücklich in der Schule?,"SchoolHappy
"
540,SchoolSafe,survey,Do you feel safe at school?,¿Te sientes seguro o segura en el colegio?,Fühlst du dich in der Schule sicher?,"SchoolSafe
"
541,ClassFriends,survey,Do you have friends in your class?,¿Tienes amigos o amigas en tu clase?,Hast du Freunde in deiner Klasse?,"ClassFriends
"
542,ClassHelp,survey,Do the kids in your class help you when you need it?,¿Te ayudan los niños y las niñas de tu clase cuando lo necesitas?,"Helfen dir die Kinder in deiner Klasse, wenn du Hilfe brauchst?","ClassHelp
"
543,ClassPlay,survey,Do the kids in your class play with you?,¿Los niños y las niñas de tu clase juegan contigo?,Spielen die Kinder in deiner Klasse mit dir?,"ClassPlay
"
544,ClassNice,survey,Are the kids in your class nice to you?,¿Los niños y las niñas de tu clase son amables contigo?,Sind die Kinder in deiner Klasse nett zu dir?,"ClassNice
"
545,LonelySchool,survey,Do you feel lonely at school?,¿Te sientes solo o sola en el colegio?,Fühlst du dich in der Schule einsam?,"LonelySchool
"
546,LearningGood,survey,Are you good at learning things in school?,¿Te queda fácil aprender en el colegio?,"Bist du gut darin, in der Schule etwas zu lernen?","LearningGood
"
547,SchoolGiveUp,survey,"When schoolwork is hard, do you give up right away?","Cuando las tareas escolares son difíciles, ¿te rindes enseguida?","Gibst du sofort auf, wenn dir die Schularbeit schwer fällt?","SchoolGiveUp
"
548,ReadingEnjoy,survey,Do you enjoy doing reading activities at school?,¿Te gusta hacer actividades de lectura en el colegio?,Macht es dir Spaß in der Schule zu lesen? ,"ReadingEnjoy
"
549,MathEnjoy,survey,Do you enjoy doing math activities at school?,¿Te gusta hacer actividades de matemáticas en el colegio?,Hast du Spaß am Fach Mathe?,"MathEnjoy
"
550,ReadingGood,survey,Are you good at reading?,¿Eres bueno o buena para la lectura?,Bist du gut im Lesen?,"ReadingGood
"
551,MathGood,survey,Are you good at math?,¿Eres bueno o buena para las matemáticas?,Bist du gut in Mathe?,"MathGood
"
552,GrowthMindSmart,survey,Some kids think they can get smarter if they work really hard. Do you think that you can get smarter if you work really hard?,Algunos niños y niñas piensan que pueden ser más inteligentes si se esfuerzan mucho. ¿Crees que tú puedes ser más inteligente si te esfuerzas mucho?,"Manche Kinder glauben, dass sie schlauer werden können, wenn sie sich anstrengen. Bist du auch der Meinung, dass du schlauer werden kannst, wenn du dich anstrengst?","GrowthMindSmart
"
553,GrowthMindRead,survey,Some kids think they can get better at reading if they work really hard. Do you think that you can get better at reading if you work really hard?,Algunos niños y niñas creen que pueden mejorar en lectura si se esfuerzan mucho. ¿Crees que tú puedes mejorar en lectura si te esfuerzas mucho?,"Manche Kinder glauben, dass sie besser lesen können, wenn sie sich richtig anstrengen. Bist du auch der Meinung, dass du besser lesen kannst, wenn du dich richtig anstrengst?","GrowthMindRead
"
554,GrowthMindMath,survey,Some kids think they can get better at math if they work really hard. Do you think that you can get better at math if you work really hard?,Algunos niños y niñas creen que pueden mejorar en matemáticas si se esfuerzan mucho. ¿Crees que tú puedes mejorar en matemáticas si te esfuerzas mucho?,"Manche Kinder glauben, dass sie in Mathematik besser werden können, wenn sie sich richtig anstrengen. Bist du auch der Meinung, dass man in Mathe besser wird, wenn man sich richtig anstrengt?","GrowthMindMath
"
555,ChildSurveyRespoonses,survey,"No, never; Yes, some of the time; Yes, most of the time; Yes, all of the time","No, nunca; Sí, algunas veces; Sí, muchas veces; Sí, siempre","Nein, nie; Ja, manchmal; Ja, meistens; Ja, immer","ChildSurveyRespoonses
"
556,ToM-scene7-instruct1,,"Here is Diana. This morning at school, Diana put her toy in this drawer, because she didn’t want anyone to find it.","Here is Diana. This morning at school, Diana put her toy in this drawer, because she didn’t want anyone to find it.","Here is Diana. This morning at school, Diana put her toy in this drawer, because she didn’t want anyone to find it.","ToM-scene7-instruct1
"
557,ToM-scene7-instruct2,,"But while Diana was outside, someone did find it! And moved it from inside the drawer, to inside the desk.","But while Diana was outside, someone did find it! And moved it from inside the drawer, to inside the desk.","But while Diana was outside, someone did find it! And moved it from inside the drawer, to inside the desk.","ToM-scene7-instruct2
"
558,ToM-scene7-instruct3,,So now it’s playtime and Diana wants her toy.,So now it’s playtime and Diana wants her toy.,So now it’s playtime and Diana wants her toy.,"ToM-scene7-instruct3
"
559,ToM-scene7-q1-false_belief,,Where will Diana look for her toy?,Where will Diana look for her toy?,Where will Diana look for her toy?,"ToM-scene7-q1-false_belief
"
560,ToM-scene7-q2-reality_check,,And where is her toy really?,And where is her toy really?,And where is her toy really?,"ToM-scene7-q2-reality_check
"
561,ToM-scene8-instruct1,,"This morning when she came to school, Allie put her yellow pencil on this shelf, above the backpack shelf.","This morning when she came to school, Allie put her yellow pencil on this shelf, above the backpack shelf.","This morning when she came to school, Allie put her yellow pencil on this shelf, above the backpack shelf.","ToM-scene8-instruct1
"
562,ToM-scene8-instruct2,,"And then she went outside to play - see? Here’s Allie playing outside. And while she was outside playing, Allie’s yellow pencil fell down from on top of the backpack shelf to behind the backpack shelf, see?","And then she went outside to play - see? Here’s Allie playing outside. And while she was outside playing, Allie’s yellow pencil fell down from on top of the backpack shelf to behind the backpack shelf, see?","And then she went outside to play - see? Here’s Allie playing outside. And while she was outside playing, Allie’s yellow pencil fell down from on top of the backpack shelf to behind the backpack shelf, see?","ToM-scene8-instruct2
"
563,ToM-scene8-instruct3,,"Then Mike comes in, and Mike puts his pencil above the backpack shelf. Mike’s pencil is also yellow! But Allie is still outside playing, so she didn’t see what Mike was doing.","Then Mike comes in, and Mike puts his pencil above the backpack shelf. Mike’s pencil is also yellow! But Allie is still outside playing, so she didn’t see what Mike was doing.","Then Mike comes in, and Mike puts his pencil above the backpack shelf. Mike’s pencil is also yellow! But Allie is still outside playing, so she didn’t see what Mike was doing.","ToM-scene8-instruct3
"
564,ToM-scene8-q1-false_belief,,"Now, when Allie comes in from outside, where will she look first for her pencil?","Now, when Allie comes in from outside, where will she look first for her pencil?","Now, when Allie comes in from outside, where will she look first for her pencil?","ToM-scene8-q1-false_belief
"
565,top,,On top of the backpack shelf,On top of the backpack shelf,On top of the backpack shelf,"top
"
566,behind,,Behind the backpack shelf,Behind the backpack shelf,Behind the backpack shelf,"behind
"
567,ToM-scene-8-instruct4,,"Let’s see what she does. Oh look, here is Allie reaching for this pencil up on top of the shelf. And now Mike sees Allie reaching for that pencil... the pencil that is Mike's!","Let’s see what she does. Oh look, here is Allie reaching for this pencil up on top of the shelf. And now Mike sees Allie reaching for that pencil... the pencil that is Mike's!","Let’s see what she does. Oh look, here is Allie reaching for this pencil up on top of the shelf. And now Mike sees Allie reaching for that pencil... the pencil that is Mike's!","ToM-scene-8-instruct4
"
568,ToM-scene-8-q2-emotion_reasoning,,How do you think Mike feels about Allie reaching for that pencil?,How do you think Mike feels about Allie reaching for that pencil?,How do you think Mike feels about Allie reaching for that pencil?,"ToM-scene-8-q2-emotion_reasoning
"
569,ToM-scene-8-q3-emotion_reasoning,,How do you think Mike would feel if he had not seen Allie reaching for the pencil?,How do you think Mike would feel if he had not seen Allie reaching for the pencil?,How do you think Mike would feel if he had not seen Allie reaching for the pencil?,"ToM-scene-8-q3-emotion_reasoning
"
570,ToM-scene-8-q4-false_belief,,Is Allie being mean and naughty for taking Mike’s pencil?,Is Allie being mean and naughty for taking Mike’s pencil?,Is Allie being mean and naughty for taking Mike’s pencil?,"ToM-scene-8-q4-false_belief
"
571,ToM-scene-8-q5-false_belief,,Should Allie get in trouble with the teacher for taking Mike’s pencil?,Should Allie get in trouble with the teacher for taking Mike’s pencil?,Should Allie get in trouble with the teacher for taking Mike’s pencil?,"ToM-scene-8-q5-false_belief
"
572,ToM-scene-8-q6-reality_check,,Can you help Mike find his pencil? Is it on top of the shelf or behind the shelf?,Can you help Mike find his pencil? Is it on top of the shelf or behind the shelf?,Can you help Mike find his pencil? Is it on top of the shelf or behind the shelf?,"ToM-scene-8-q6-reality_check
"
573,ToM-scene-8-q7-reality_check,,Can you help Allie find her pencil? Is it on top of the shelf or behind the shelf?,Can you help Allie find her pencil? Is it on top of the shelf or behind the shelf?,Can you help Allie find her pencil? Is it on top of the shelf or behind the shelf?,"ToM-scene-8-q7-reality_check
"
574,ToM-scene-9-instruct1,,"This is Mark. Mark is playing a really silly game today and not saying any words all day long. Instead, Mark’s drawing pictures. Mark is at the library, deciding which book he would like to read. Mom shows Mark two books - a book about cups and a book about hills.","This is Mark. Mark is playing a really silly game today and not saying any words all day long. Instead, Mark’s drawing pictures. Mark is at the library, deciding which book he would like to read. Mom shows Mark two books - a book about cups and a book about hills.","This is Mark. Mark is playing a really silly game today and not saying any words all day long. Instead, Mark’s drawing pictures. Mark is at the library, deciding which book he would like to read. Mom shows Mark two books - a book about cups and a book about hills.","ToM-scene-9-instruct1
"
575,ToM-scene-9-instruct2,,"Mark draws a picture of a hill, to tell Mom that he wants to read the book about hills. But when Mark gives Mom the picture, she holds it upside-down, so that it looks like a cup!","Mark draws a picture of a hill, to tell Mom that he wants to read the book about hills. But when Mark gives Mom the picture, she holds it upside-down, so that it looks like a cup!","Mark draws a picture of a hill, to tell Mom that he wants to read the book about hills. But when Mark gives Mom the picture, she holds it upside-down, so that it looks like a cup!","ToM-scene-9-instruct2
"
576,ToM-scene-9-q1-reality_check,,What did Mark mean to draw?,What did Mark mean to draw?,What did Mark mean to draw?,"ToM-scene-9-q1-reality_check
"
577,hill,,A hill,A hill,A hill,"hill
"
578,cup,,A cup,A cup,A cup,"cup
"
579,ToM-scene-9-q2-false_belief,,"When Mom sees the picture, what book will she give Mark? ","When Mom sees the picture, what book will she give Mark? ","When Mom sees the picture, what book will she give Mark? ","ToM-scene-9-q2-false_belief
"
580,ToM-scene-9-q3-reality_check,,What book does Mark really want? ,What book does Mark really want? ,What book does Mark really want? ,"ToM-scene-9-q3-reality_check
"
581,hillsbook,,The book about hills,The book about hills,The book about hills,"hillsbook
"
582,cupbook,,The book about cups,The book about cups,The book about cups,"cupbook
"
583,ToM-scene-9-q4-emotion_reasoning,,"Look, Mom realized her mistake and gave Mark the book he really wanted! How do you think Mark feels about getting the book he wanted?","Look, Mom realized her mistake and gave Mark the book he really wanted! How do you think Mark feels about getting the book he wanted?","Look, Mom realized her mistake and gave Mark the book he really wanted! How do you think Mark feels about getting the book he wanted?","ToM-scene-9-q4-emotion_reasoning
"
584,ToM-scene-10-instruct1,,Teacher Sarah tells all of the kids to take one storybook from the bag that she brought - there is one storybook for every kid.,Teacher Sarah tells all of the kids to take one storybook from the bag that she brought - there is one storybook for every kid.,Teacher Sarah tells all of the kids to take one storybook from the bag that she brought - there is one storybook for every kid.,"ToM-scene-10-instruct1
"
585,ToM-scene-10-instruct2,,"Now there are two storybooks left, and Brian and Megan are the last two kids without storybooks. But when Brian goes to get his storybook, he decides to take both storybooks, even though he knows that Megan doesn’t have a storybook yet, and that everyone is only supposed to have one. Brian hides the extra storybook in his desk.","Now there are two storybooks left, and Brian and Megan are the last two kids without storybooks. But when Brian goes to get his storybook, he decides to take both storybooks, even though he knows that Megan doesn’t have a storybook yet, and that everyone is only supposed to have one. Brian hides the extra storybook in his desk.","Now there are two storybooks left, and Brian and Megan are the last two kids without storybooks. But when Brian goes to get his storybook, he decides to take both storybooks, even though he knows that Megan doesn’t have a storybook yet, and that everyone is only supposed to have one. Brian hides the extra storybook in his desk.","ToM-scene-10-instruct2
"
586,ToM-scene-10-q1-emotion_reasoning,,How does Megan feel about being the only child without a storybook?,How does Megan feel about being the only child without a storybook?,How does Megan feel about being the only child without a storybook?,"ToM-scene-10-q1-emotion_reasoning
"
587,ToM-scene-10-q2-emotion_reasoning,,How would Megan feel if she received a book?,How would Megan feel if she received a book?,How would Megan feel if she received a book?,"ToM-scene-10-q2-emotion_reasoning
"
588,ToM-scene-10-instruct3,,"Teacher Sarah asks Brian, “Is there a storybook leftover, so Megan can have one?” and Brian tells Teacher Sarah “No, there is no storybook left - they are all being used right now.”","Teacher Sarah asks Brian, “Is there a storybook leftover, so Megan can have one?” and Brian tells Teacher Sarah “No, there is no storybook left - they are all being used right now.”","Teacher Sarah asks Brian, “Is there a storybook leftover, so Megan can have one?” and Brian tells Teacher Sarah “No, there is no storybook left - they are all being used right now.”","ToM-scene-10-instruct3
"
589,ToM-scene-10-q3-reality_check,,Is Brian lying?,Is Brian lying?,Is Brian lying?,"ToM-scene-10-q3-reality_check
"
590,ToM-scene-10-q4-reality_check,,"Is there still a storybook left, that isn’t being used right now?","Is there still a storybook left, that isn’t being used right now?","Is there still a storybook left, that isn’t being used right now?","ToM-scene-10-q4-reality_check
"
591,ToM-scene-10-instruct4,,"Megan is sad that she doesn’t have a storybook, and asks Teacher Sarah - is there an extra storybook for me? And Teacher Sarah says, “I’m so sorry Megan, but there are no storybooks left, they are all being used right now.”","Megan is sad that she doesn’t have a storybook, and asks Teacher Sarah - is there an extra storybook for me? And Teacher Sarah says, “I’m so sorry Megan, but there are no storybooks left, they are all being used right now.”","Megan is sad that she doesn’t have a storybook, and asks Teacher Sarah - is there an extra storybook for me? And Teacher Sarah says, “I’m so sorry Megan, but there are no storybooks left, they are all being used right now.”","ToM-scene-10-instruct4
"
592,ToM-scene-10-q5-false_belief,,Is Teacher Sarah lying?,Is Teacher Sarah lying?,Is Teacher Sarah lying?,"ToM-scene-10-q5-false_belief
"
