item_id,source,translation,score
ToM-scene-15-q4-emotion_reasoning,"Look, Alex and Beth found Johnny, and won the game! How do you think Alex and Beth feel about winning the game?","Schau, Robin und Sina haben Tobias gefunden und das Spiel gewonnen! Was denkst du, wie Robin und Sina sich fühlen, weil sie das Spiel gewonnen haben?",0.8006383180618286
ToM-scene-16-instruct1,Dad tells James and Sophie to get ready for school. Dad tells them to put on their shoes.,"Papa sagt Jakob und Sophie, sie sollen sich für die Schule fertig machen. Papa sagt ihnen, dass sie ihre Schuhe anziehen sollen.",0.8619130253791809
ToM-scene-16-instruct2,Sophie can’t find one of her shoes! She’s looking everywhere but she can't find it.,"Sophie kann einen ihrer Schuhe nicht finden! Sie sucht überall, aber sie kann ihn nicht finden.",0.875747561454773
ToM-scene-16-q1-emotion_reasoning,How does Sophie feel about losing her shoe? ,"Wie fühlt sich Sophie, weil sie ihren Schuh verloren hat?",0.8570296764373779
ToM-scene-16-q2-emotion_reasoning,How would Sophie feel if she found her shoe?,"Wie würde sich Sophie fühlen, wenn sie ihren Schuh finden würde?",0.860456645488739
ToM-scene-16-instruct3,"Sophie can't find her shoe because earlier in the day, when no one was looking, James played a trick on Sophie and hid her shoe in the toy box.","Sophie kann ihren Schuh nicht finden, denn früher am Tag, als niemand hinsah, hat Jakob Sophie einen Streich gespielt und ihren Schuh in der Spielzeugkiste versteckt.",0.8336963653564453
ToM-scene-16-instruct4,"So Sophie looks everywhere and she can’t find her shoe. Dad gets mad at Sophie, because she lost her shoe and now they are late for school.","Sophie sucht also überall, aber sie kann ihren Schuh nicht finden. Papa wird wütend auf Sophie, weil sie ihren Schuh verloren hat und sie nun zu spät zur Schule kommen.",0.853186845779419
ToM-scene-16-q3-false_belief,Is it fair that Dad is mad at Sophie for losing her shoe?,"Ist es fair, dass Papa sauer auf Sophie ist, weil sie ihren Schuh verloren hat?",0.8669156432151794
ToM-scene-16-q4-reference,Is Dad mad at James?,Ist Papa böse auf Jakob?,0.8565455675125122
ToM-scene-16-q5-reference,Is Sophie mad at James?,Ist Sophie böse auf Jakob?,0.8732314705848694
ToM-scene-16-instruct5,"When James sees that Dad is mad at Sophie, he goes to the toy box and gets the shoe, and gives it back to Sophie.","Als Jakob sieht, dass Papa sauer auf Sophie ist, geht er zur Spielzeugkiste, holt den Schuh und gibt ihn Sophie zurück.",0.853126049041748
ToM-scene-16-q6-reference,Is Dad mad at Sophie now?,Ist Papa jetzt sauer auf Sophie?,0.8699718713760376
ToM-scene-16-q7-reference,Is Dad mad at James now?,Ist Papa jetzt sauer auf Jakob?,0.8292292356491089
ToM-scene-16-q8-reference,Is Sophie mad at James now?,Ist Sophie jetzt sauer auf Jakob?,0.8634414076805115
ToM-scene-16-instruct6,"James tells Sophie that he’s very sorry, and Sophie and Dad forgive James. They all hug.","Jakob sagt Sophie, dass es ihm sehr leid tut, und Sophie und Papa nehmen die Entschuldigung an. Sie umarmen sich alle.",0.7856488227844238
ToM-scene-17-instruct1,"This is Mika. Mika’s mom owns a bookshop, and sometimes Mika helps out. Earlier today, Mika was organizing books on tables and shelves. Mika put a very large stack of blue books on the desk, a medium-sized stack of red books on the table, and a small stack of yellow books on the shelf.","Das ist Mika. Mikas Mutter hat eine Buchhandlung, und manchmal hilft Mika dort mit. Heute hat Mika die Bücher auf Tischen und Regalen sortiert. Mika hat einen sehr großen Stapel blauer Bücher auf den Schreibtisch gelegt, einen mittelgroßen Stapel roter Bücher auf den Tisch und einen kleinen Stapel gelber Bücher ins Regal.",0.8663792610168457
ToM-scene-17-instruct2,"Mika’s mom just walked in. Mom asks Mika for one of the books. Mika remembers where the book is, and tells mom, “The book is in the small stack!”","Mikas Mutter kommt gerade herein. Mama fragt Mika nach einem der Bücher. Mika erinnert sich, wo das Buch ist, und sagt zu Mama: „Das Buch ist in dem kleinen Stapel!“",0.8582356572151184
ToM-scene-17-q1-reference,Which stack of books will mom look in?,In welchem Bücherstapel wird Mama nachsehen?,0.7827872037887573
ToM-scene-17-q2-reality_check,Which stack of books was Mika talking about?,Welchen Bücherstapel hat Mika gemeint?,0.8557099103927612
bluestack,The large blue stack,Den großen blauen Stapel,0.8077834248542786
redstack,The medium sized red stack,Den mittelgroßen roten Stapel,0.7642951011657715
yellowstack,The small yellow stack,Den kleinen gelben Stapel,0.7973185181617737
ToM-scene-17-q3-emotion_reasoning,Mom looks in the wrong stack of books and can’t find the book that she wanted. How do you think Mom feels about not finding the book she wanted?,"Mama schaut in den falschen Stapel und findet das Buch nicht, das sie gesucht hat. Was glaubst du, wie Mama sich fühlt, wenn sie das gewünschte Buch nicht findet?",0.8644124269485474
ToM-scene-17-q4-emotion_reasoning,How do you think Mom would feel if she could find the book she wanted?,"Was glaubst du, wie sie sich fühlen würde, wenn sie das Buch finden würde, das sie sucht?",0.801443874835968
ToM-scene-18-instruct1,"George and Kat are playing together. They look outside and see a new toy shop across the street. Kat decides to go buy some new toys at the toy shop. Kat asks George what toy he would like to have, and George says he would like a new basketball.","Georg und Theresa spielen zusammen. Sie schauen nach draußen und sehen auf der anderen Straßenseite ein neues Spielzeuggeschäft. Theresa beschließt, ein paar neue Spielsachen in dem Geschäft zu kaufen. Theresa fragt Georg, welches Spielzeug er gerne hätte, und Georg sagt, er hätte gerne einen neuen Basketball.",0.8515068292617798
ToM-scene-18-instruct2,"While Kat is walking to the toy shop, George changes his mind and yells to Kat, “Actually, can I please have some crayons?” But Kat did not hear George ask for crayons.","Während Theresa zum Spielzeugladen geht, ändert Georg seine Meinung und ruft Theresa zu: „Kann ich bitte ein paar Buntstifte haben?“ Aber Theresa hat nicht gehört, wie Georg nach Buntstiften gefragt hat.",0.8099368214607239
ToM-scene-18-q1-false_belief,Which toy does Kat think George wants from the toy shop?,"Welches Spielzeug, glaubt Theresa, möchte Georg aus dem Spielzeugladen haben?",0.7435183525085449
ToM-scene-18-instruct3,"Kat didn’t hear George say that he wanted crayons. So Kat thinks George wants a basketball. Kat goes to the toy shop, but then the shop owner says that they don’t have any basketballs! But they do have storybooks, so Kat buys a storybook for George instead.","Theresa hat Georg nicht sagen hören, dass er Buntstifte haben möchte. Deshalb glaubt Theresa, dass Georg sich einen Basketball wünscht. Theresa geht in den Spielzeugladen, aber der Ladenbesitzer sagt, dass sie keine Basketbälle haben! Aber sie haben Märchenbücher, also kauft Theresa stattdessen ein Märchenbuch für Georg.",0.8423348665237427
ToM-scene-18-q2-false_belief,Does George know that Kat bought a storybook?,"Weiß Georg, dass Theresa ein Märchenbuch gekauft hat?",0.789444088935852
ToM-scene-18-q3-false_belief,What does George think Kat bought at the toy shop?,"Was glaubt Georg, was Theresa im Spielzeugladen gekauft hat?",0.6951509714126587
basketball,A basketball,Einen Basketball,0.8135226964950562
storybook,A storybook,Ein Bilderbuch,0.8486917614936829
crayons,Crayons,Buntstifte,0.8298677802085876
ToM-scene-18-instruct4,"Kat comes back and tells George, “I’m so sorry, I couldn’t buy you a basketball because the store didn’t have any.”","Theresa kommt zurück und sagt zu Georg: „Es tut mir so leid, ich konnte dir keinen Basketball kaufen, weil der Laden keinen hatte.“",0.8185867071151733
ToM-scene-18-q4-reality_check,What toy does George want?,Welches Spielzeug wünscht sich Georg?,0.8660314083099365
ToM-scene-18-q5-reality_check,What toy did Kat buy for George?,Welches Spielzeug hat Theresa für Georg gekauft?,0.7755774259567261
ToM-scene-18-instruct5,George is very happy to play with his new storybook.,"Georg ist sehr glücklich, dass er ein neues Bilderbuch hat.",0.8308759927749634
inferenceInstructions2,Welcome to ROAR - Inference,Welcome to ROAR - Inference,0.6902068257331848
inferenceInstructions,Read each story carefully. Think about what happened in the story and what you know. Choose the best answer for each question.,Read each story carefully. Think about what happened in the story and what you know. Choose the best answer for each question.,0.3520529568195343
sds-your-turn,Now it's your turn!,Now it's your turn!,0.4218919575214386
sds-prompt3-demo-heavy,Here is another picture. I have to choose which of these pictures is the same as this new picture.,Here is another picture. I have to choose which of these pictures is the same as this new picture.,0.224664568901062
sds-pick-square-demo-heavy,I will pick this one! This one is the same as the new picture because they are both squares.,I will pick this one! This one is the same as the new picture because they are both squares.,0.2495882511138916
same-different-selection-instruct1-heavy,"This is the matching game. In this game, we are going to look at pictures and find things about them that are the same in some way.","This is the matching game. In this game, we are going to look at pictures and find things about them that are the same in some way.",0.2275068759918213
same-different-selection-instruct2-heavy,Now we're going to look at more pictures and find things about them that are the same. Let's learn how to play!,Now we're going to look at more pictures and find things about them that are the same. Let's learn how to play!,0.25243982672691345
same-different-selection-instruct3-heavy,Now you're going to play the rest of the game on your own!,Now you're going to play the rest of the game on your own!,0.28446027636528015
same-different-selection-instruct4-heavy,Now we're going to try something new! You're going to find pairs of shapes that are the same in some way. Let's learn how!,Now we're going to try something new! You're going to find pairs of shapes that are the same in some way. Let's learn how!,0.251363068819046
same-different-selection-instruct5-heavy,Here are three pictures. I have to choose 2 of them that are the same in some way. I will pick these 2 pictures because they are both triangles.,Here are three pictures. I have to choose 2 of them that are the same in some way. I will pick these 2 pictures because they are both triangles.,0.19433587789535522
same-different-selection-instruct6-heavy,Here are the same three pictures. I have to choose 2 of them that are the same in a different way. I will pick these 2 pictures because they are both red.,Here are the same three pictures. I have to choose 2 of them that are the same in a different way. I will pick these 2 pictures because they are both red.,0.2015652060508728
same-different-selection-touch-circle-heavy,Show me the circle.,Show me the circle.,0.5858410000801086
same-different-selection-touch-square-heavy,Show me the square.,Show me the square.,0.39007464051246643
same-different-selection-touch-triangle-heavy,Show me the triangle.,Show me the triangle.,0.6248618364334106
same-different-selection-touch-star-heavy,Show me the star.,Show me the star.,0.6148536801338196
same-different-selection-touch-green-heavy,Show me the green one.,Show me the green one.,0.4023272693157196
same-different-selection-touch-red-heavy,Show me the red one.,Show me the red one.,0.3625750243663788
same-different-selection-touch-blue-heavy,Show me the blue one.,Show me the blue one.,0.4189658761024475
same-different-selection-touch-yellow-heavy,Show me the yellow one.,Show me the yellow one.,0.3863542079925537
same-different-selection-touch-small-heavy,Show me the small one.,Show me the small one.,0.4312681257724762
same-different-selection-touch-medium-heavy,Show me the medium one.,Show me the medium one.,0.4227716028690338
same-different-selection-touch-large-heavy,Show me the large one.,Show me the large one.,0.40738677978515625
same-different-selection-touch-white-heavy,Show me the picture with the white background.,Show me the picture with the white background.,0.33069974184036255
same-different-selection-touch-gray-heavy,Show me the picture with the gray background.,Show me the picture with the gray background.,0.32399389147758484
same-different-selection-touch-black-heavy,Show me the picture with the black background.,Show me the picture with the black background.,0.3269186019897461
same-different-selection-touch-striped-heavy,Show me the picture with the striped background.,Show me the picture with the striped background.,0.3133584260940552
same-different-selection-touch-1-heavy,Show me the picture with one shape.,Show me the picture with one shape.,0.30409368872642517
same-different-selection-touch-2-heavy,Show me the picture with two shapes.,Show me the picture with two shapes.,0.3265802562236786
same-different-selection-touch-3-heavy,Show me the picture with three shapes.,Show me the picture with three shapes.,0.3424074053764343
same-different-selection-touch-4-heavy,Show me the picture with four shapes.,Show me the picture with four shapes.,0.3319839537143707
same-different-selection-both-circles-heavy,Here are two pictures. Something's the same. They're both circles.,Here are two pictures. Something's the same. They're both circles.,0.24839866161346436
same-different-selection-both-squares-heavy,Here are two pictures. Something's the same. They're both squares.,Here are two pictures. Something's the same. They're both squares.,0.2367268204689026
same-different-selection-both-triangles-heavy,Here are two pictures. Something's the same. They're both triangles.,Here are two pictures. Something's the same. They're both triangles.,0.23368248343467712
same-different-selection-both-red-heavy,Here are two pictures. Something's the same. They're both red.,Here are two pictures. Something's the same. They're both red.,0.24218633770942688
same-different-selection-both-green-heavy,Here are two pictures. Something's the same. They're both green.,Here are two pictures. Something's the same. They're both green.,0.24283957481384277
same-different-selection-both-yellow-heavy,Here are two pictures. Something's the same. They're both yellow.,Here are two pictures. Something's the same. They're both yellow.,0.2470300793647766
same-different-selection-both-blue-heavy,Here are two pictures. Something's the same. They're both blue.,Here are two pictures. Something's the same. They're both blue.,0.24259603023529053
same-different-selection-both-small-heavy,Here are two pictures. Something's the same. They're both small.,Here are two pictures. Something's the same. They're both small.,0.23789915442466736
same-different-selection-both-medium-heavy,Here are two pictures. Something's the same. They're both medium.,Here are two pictures. Something's the same. They're both medium.,0.24650317430496216
same-different-selection-both-large-heavy,Here are two pictures. Something's the same. They're both large.,Here are two pictures. Something's the same. They're both large.,0.23976069688796997
sds-prompt3-heavy,Here is another picture. Which of these pictures is the same as this new picture?,Here is another picture. Which of these pictures is the same as this new picture?,0.2557813823223114
sds-3match-prompt2-heavy,Here are the same pictures. Choose two of them that are the same in a different way.,Here are the same pictures. Choose two of them that are the same in a different way.,0.25783079862594604
sds-2match-prompt1-heavy,Here are some new pictures. Choose two of them that are the same in some way.,Here are some new pictures. Choose two of them that are the same in some way.,0.27672770619392395
sds-2match-prompt2-heavy,Now choose two pictures that are the same in a different way.,Now choose two pictures that are the same in a different way.,0.32178497314453125
sds-3unique-prompt1-heavy,Choose three pictures that are the same in only one way.,Choose three pictures that are the same in only one way.,0.3107396364212036
sds-3unique-prompt2-heavy,Choose another three pictures that are the same in only one way.,Choose another three pictures that are the same in only one way.,0.2860538363456726
sds-match-demo1-heavy,Here are three pictures. I have to choose two of them that are the same in some way. I will pick these two pictures because they are both triangles.,Here are three pictures. I have to choose two of them that are the same in some way. I will pick these two pictures because they are both triangles.,0.19574564695358276
sds-match-demo2-heavy,Here are the same three pictures. I have to choose two of them that are the same in a different way. I will pick these two pictures because they are both small.,Here are the same three pictures. I have to choose two of them that are the same in a different way. I will pick these two pictures because they are both small.,0.202714204788208
data-questionnaire-button-text1,"I have SERIOUS CONCERNS about these data (e.g., the child did not seem to understand the task, was frequently distracted/interrupted, etc.)","I have SERIOUS CONCERNS about these data (e.g., the child did not seem to understand the task, was frequently distracted/interrupted, etc.)",0.3053204119205475
data-questionnaire-button-text2,"I feel OK about these data (e.g., the child seemed to understand the task pretty well, only experienced a few distractions/interruptions, etc.)","I feel OK about these data (e.g., the child seemed to understand the task pretty well, only experienced a few distractions/interruptions, etc.)",0.25376155972480774
data-questionnaire-button-text3,"I feel GOOD about these data (e.g., the child clearly understood the task, had very few (if any) distractions/ interruptions, etc.)","I feel GOOD about these data (e.g., the child clearly understood the task, had very few (if any) distractions/ interruptions, etc.)",0.24278774857521057
math-instructions1-heavy,"In this game, you will play with numbers.

Some questions might be easy for you and some might be hard. That is okay! Please try your best and take your time. Let’s get started!","In this game, you will play with numbers.

Some questions might be easy for you and some might be hard. That is okay! Please try your best and take your time. Let’s get started!",0.23344463109970093
math-intro1-heavy,It's time for the first number game! Let's practice.,It's time for the first number game! Let's practice.,0.2855684459209442
math-intro2-heavy,It's time for the next number game! Let's practice.,It's time for the next number game! Let's practice.,0.2665816843509674
counting-intro,"In this number game, you will say how many things are in the picture! The grownup helping you will press the button.","In this number game, you will say how many things are in the picture! The grownup helping you will press the button.",0.21881118416786194
counting-intro-afc,"This time, you will choose the button with the right number!","This time, you will choose the button with the right number!",0.3012906312942505
memory-game-instruct1-heavy,This is the memory game. ,This is the memory game. ,0.38820841908454895
memory-game-instruct2-heavy,"In this game, we are going to see squares light up. Your job is to touch the squares that light up. ","In this game, we are going to see squares light up. Your job is to touch the squares that light up. ",0.20996928215026855
memory-game-instruct3-heavy,Now we will see two squares light up. Your job is to touch the squares in the same order as they light up!,Now we will see two squares light up. Your job is to touch the squares in the same order as they light up!,0.2165471613407135
memory-game-instruct4-heavy,Watch the squares light up. I will touch the squares in the same order.,Watch the squares light up. I will touch the squares in the same order.,0.22262036800384521
memory-game-instruct5-heavy,"OK, now you're going to play the rest of the memory game on your own. More squares will light up each time the longer you play, so watch carefully!","OK, now you're going to play the rest of the memory game on your own. More squares will light up each time the longer you play, so watch carefully!",0.27842020988464355
memory-game-instruct6-heavy,"If you make a mistake, just keep going!","Wenn du einen Fehler machst, mach einfach weiter!",0.8641437888145447
ns-number-identification-1,Choose the card that shows 1 apple.,Choose the card that shows 1 apple.,0.3163159191608429
ns-number-identification-2,Choose the card that shows 2 cars.,Choose the card that shows 2 cars.,0.30925676226615906
ns-number-identification-5,Choose the card that shows 5 apples.,Choose the card that shows 5 apples.,0.3103578984737396
ns-number-identification-7,Choose the card that shows 7 cars.,Choose the card that shows 7 cars.,0.3197013735771179
ns-number-identification-10,Choose the card that shows 10 apples.,Choose the card that shows 10 apples.,0.3152627646923065
counting-1,How many cars is this?,How many cars is this?,0.34691065549850464
counting-2,How many apples is this?,How many apples is this?,0.3448280692100525
ns-number-comp-1,Which card has more apples?,Which card has more apples?,0.33001598715782166
ns-number-comp-2,Which card has more cars?,Which card has more cars?,0.3184453547000885
