,item_id,labels,en-US,es-CO,de-DE,fr-CA,nl-NL,context,en-US.1
570,ToM-scene-8-instruct4,theory-of-mind,"Let’s see what she does. Oh look, here is Allie reaching for this pencil up on top of the shelf. And now Mike sees Allie reaching for that pencil... the pencil that is Mike's!","Let’s see what she does. Oh look, here is Allie reaching for this pencil up on top of the shelf. And now Mike sees Allie reaching for that pencil... the pencil that is Mike's!",,,,"ToM-scene-8-instruct4
",
571,ToM-scene-8-q2-emotion_reasoning,theory-of-mind,How do you think Mike feels about Allie reaching for that pencil?,How do you think Mike feels about Allie reaching for that pencil?,,,,"ToM-scene-8-q2-emotion_reasoning
",
572,ToM-scene-8-q3-emotion_reasoning,theory-of-mind,How do you think Mike would feel if he had not seen Allie reaching for the pencil?,How do you think Mike would feel if he had not seen Allie reaching for the pencil?,,,,"ToM-scene-8-q3-emotion_reasoning
",
573,ToM-scene-8-q4-false_belief,theory-of-mind,Is Allie being mean and naughty for taking Mike’s pencil?,Is Allie being mean and naughty for taking Mike’s pencil?,,,,"ToM-scene-8-q4-false_belief
",
574,ToM-scene-8-q5-false_belief,theory-of-mind,Should Allie get in trouble with the teacher for taking Mike’s pencil?,Should Allie get in trouble with the teacher for taking Mike’s pencil?,,,,"ToM-scene-8-q5-false_belief
",
575,ToM-scene-8-q6-reality_check,theory-of-mind,Can you help Mike find his pencil? Is it on top of the shelf or behind the backpack shelf?,Can you help Mike find his pencil? Is it on top of the shelf or behind the shelf?,,,,"ToM-scene-8-q6-reality_check
",
576,ToM-scene-8-q7-reality_check,theory-of-mind,Can you help Allie find her pencil? Is it on top of the shelf or behind the backpack shelf?,Can you help Allie find her pencil? Is it on top of the shelf or behind the shelf?,,,,"ToM-scene-8-q7-reality_check
",
577,ToM-scene-9-instruct1,theory-of-mind,"This is Mark. Mark is playing a really silly game today and not saying any words all day long. Instead, Mark is drawing pictures. Mark is at the library, deciding which book he would like to read. Mom shows Mark two books, a book about cups and a book about hills.","This is Mark. Mark is playing a really silly game today and not saying any words all day long. Instead, Mark is drawing pictures. Mark is at the library, deciding which book he would like to read. Mom shows Mark two books, a book about cups and a book about hills.",,,,"ToM-scene-9-instruct1
",
578,ToM-scene-9-instruct2,theory-of-mind,"Mark draws a picture of a hill, to tell Mom that he wants to read the book about hills. But when Mark gives Mom the picture, she holds it upside-down, so that it looks like a cup!","Mark draws a picture of a hill, to tell Mom that he wants to read the book about hills. But when Mark gives Mom the picture, she holds it upside-down, so that it looks like a cup!",,,,"ToM-scene-9-instruct2
",
579,ToM-scene-9-q1-reality_check,theory-of-mind,What did Mark mean to draw?,What did Mark mean to draw?,,,,"ToM-scene-9-q1-reality_check
",
580,hill,theory-of-mind,A hill,A hill,,,,"hill
",
581,cup,theory-of-mind,A cup,A cup,,,,"cup
",
582,ToM-scene-9-q2-false_belief,theory-of-mind,"When Mom sees the picture, what book will she give Mark? ","When Mom sees the picture, what book will she give Mark? ",,,,"ToM-scene-9-q2-false_belief
",
583,ToM-scene-9-q3-reality_check,theory-of-mind,What book does Mark really want? ,What book does Mark really want? ,,,,"ToM-scene-9-q3-reality_check
",
584,hillsbook,theory-of-mind,The book about hills,The book about hills,,,,"hillsbook
",
585,cupbook,theory-of-mind,The book about cups,The book about cups,,,,"cupbook
",
586,ToM-scene-9-q4-emotion_reasoning,theory-of-mind,"Look, Mom realized her mistake and gave Mark the book he really wanted! How do you think Mark feels about getting the book he wanted?","Look, Mom realized her mistake and gave Mark the book he really wanted! How do you think Mark feels about getting the book he wanted?",,,,"ToM-scene-9-q4-emotion_reasoning
",
587,ToM-scene-10-instruct1,theory-of-mind,Teacher Sarah tells all of the kids to take one storybook from the bag that she brought. There is one storybook for every kid.,Teacher Sarah tells all of the kids to take one storybook from the bag that she brought. There is one storybook for every kid.,,,,"ToM-scene-10-instruct1
",
588,ToM-scene-10-instruct2,theory-of-mind,"Now there are two storybooks left, and Brian and Megan are the last two kids without storybooks. But when Brian goes to get his storybook, he decides to take both storybooks, even though he knows that Megan doesn’t have a storybook yet, and that everyone is only supposed to have one. Brian hides the extra storybook in his desk.","Now there are two storybooks left, and Brian and Megan are the last two kids without storybooks. But when Brian goes to get his storybook, he decides to take both storybooks, even though he knows that Megan doesn’t have a storybook yet, and that everyone is only supposed to have one. Brian hides the extra storybook in his desk.",,,,"ToM-scene-10-instruct2
",
589,ToM-scene-10-q1-emotion_reasoning,theory-of-mind,How does Megan feel about being the only child without a storybook?,How does Megan feel about being the only child without a storybook?,,,,"ToM-scene-10-q1-emotion_reasoning
",
590,ToM-scene-10-q2-emotion_reasoning,theory-of-mind,How would Megan feel if she received a book?,How would Megan feel if she received a book?,,,,"ToM-scene-10-q2-emotion_reasoning
",
591,ToM-scene-10-instruct3,theory-of-mind,"Teacher Sarah asks Brian, “Is there a storybook leftover, so Megan can have one?” Brian tells Teacher Sarah, “No, there is no storybook left. They are all being used right now.”","Teacher Sarah asks Brian, “Is there a storybook leftover, so Megan can have one?” and Brian tells Teacher Sarah, “No, there is no storybook left. They are all being used right now.”",,,,"ToM-scene-10-instruct3
",
592,ToM-scene-10-q3-reality_check,theory-of-mind,Is Brian lying?,Is Brian lying?,,,,"ToM-scene-10-q3-reality_check
",
593,ToM-scene-10-q4-reality_check,theory-of-mind,"Is there still a storybook left, that isn’t being used right now?","Is there still a storybook left, that isn’t being used right now?",,,,"ToM-scene-10-q4-reality_check
",
594,ToM-scene-10-instruct4,theory-of-mind,"Megan is sad that she doesn’t have a storybook, and asks Teacher Sarah, ""is there an extra storybook for me?"" Teacher Sarah says, “I’m so sorry Megan, but there are no storybooks left, they are all being used right now.”","Megan is sad that she doesn’t have a storybook, and asks Teacher Sarah, ""is there an extra storybook for me?"" Teacher Sarah says, “I’m so sorry Megan, but there are no storybooks left, they are all being used right now.”",,,,"ToM-scene-10-instruct4
",
595,ToM-scene-10-q5-false_belief,theory-of-mind,Is Teacher Sarah lying?,Is Teacher Sarah lying?,,,,"ToM-scene-10-q5-false_belief
",
596,ToM-scene-10-q6-reality_check,theory-of-mind,"Is there still a storybook left, that isn’t being used right now?","Is there still a storybook left, that isn’t being used right now?",,,,"ToM-scene-10-q6-reality_check
",
597,ToM-scene-11-instruct1,theory-of-mind,"This is Josh. Earlier today, Josh was tidying his room. Josh put his big basketball on his desk, his medium-sized soccer ball on his table, and his small baseball down on the bottom shelf.","This is Josh. Earlier today, Josh was tidying his room. Josh put his big basketball on his desk, his medium-sized soccer ball on his table, and his small baseball down on the bottom shelf.",,,,"ToM-scene-11-instruct1
",
598,ToM-scene-11-instruct2,theory-of-mind,"Josh’s mom just walked in and Josh asks his mom to get one of the toys. Josh tells his mom, “I want the small ball!”","Josh’s mom just walked in and Josh asks his mom to get one of the toys. And Josh tells his mom, “I want the small ball!”",,,,"ToM-scene-11-instruct2
",
599,ToM-scene-11-q1-reference,theory-of-mind,Which ball will mom get for Josh?,Which ball will mom get for Josh?,,,,"ToM-scene-11-q1-reference
",
600,ToM-scene-11-q2-reality_check,theory-of-mind,Which ball does Josh want?,Which ball does Josh want?,,,,"ToM-scene-11-q2-reality_check
",
601,baseball,theory-of-mind,The small baseball,The baseball,,,,"baseball
",
602,soccerball,theory-of-mind,The medium sized soccer ball,The soccer ball,,,,"soccerball
",
603,basketball,theory-of-mind,A basketball,A basketball,,,,"basketball
",
604,ToM-scene-11-q3-emotion_reasoning,theory-of-mind,Josh wanted the baseball but mom gave him the soccer ball! How do you think Josh feels about receiving the wrong toy?,Josh wanted the baseball but mom gave him the soccer ball! How do you think Josh feels about receiving the wrong toy?,,,,"ToM-scene-11-q3-emotion_reasoning
",
605,ToM-scene-11-q4-emotion_reasoning,theory-of-mind,How do you think Josh would feel if he had received the correct toy?,How do you think Josh would feel if he had received the correct toy?,,,,"ToM-scene-11-q4-emotion_reasoning
",
606,ToM-scene-12-instruct1,theory-of-mind,"This morning, Dad asked Emma what toy she would like to take to school, and Emma told him that she would like to play with her yellow ball at recess.","This morning, Dad asked Emma what toy she would like to take to school, and Emma told him that she would like to play with her green ball at recess.",,,,"ToM-scene-12-instruct1
",
607,ToM-scene-12-instruct2,theory-of-mind,"Then Emma went to her room to get ready for school. While she was getting ready, she changed her mind, so she yelled to her dad, “Actually, may I please have my red ball instead?” and kept getting ready for school. But Dad did not hear Emma ask for her red ball.","Then Emma went to her room to get ready for school. While she was getting ready, she changed her mind, so she yelled to her dad, “Actually, may I please have my red ball instead?” and kept getting ready for school. But Dad did not hear Emma ask for her red ball.",,,,"ToM-scene-12-instruct2
",
608,ToM-scene-12-q1-false_belief,theory-of-mind,Which toy does Dad think Emma wants to bring to school?,Which toy does Dad think Emma wants to bring to school?,,,,"ToM-scene-12-q1-false_belief
",
609,ToM-scene-12-instruct3,theory-of-mind,"Dad didn’t hear Emma say she wants her red ball. So dad thinks Emma wants her yellow ball. Dad goes to pack Emma’s bag, but can’t find her yellow ball in the toy box! But dad finds a blue ball in the toy box, so he packs the blue ball for Emma instead.","Dad didn’t hear Emma say she wants her red ball. So dad thinks Emma wants her green ball. Dad goes to pack Emma’s bag, but can’t find her green ball in the toy box! But dad finds a purple ball in the toy box, so he packs the purple ball for Emma instead.",,,,"ToM-scene-12-instruct3
",
610,ToM-scene-12-q2-false_belief,theory-of-mind,Does Emma know that Dad packed the blue ball?,Does Emma know that Dad packed the purple ball?,,,,"ToM-scene-12-q2-false_belief
",
611,ToM-scene-12-q3-false_belief,theory-of-mind,Which ball does Emma think Dad packed?,Which ball does Emma think Dad packed?,,,,"ToM-scene-12-q3-false_belief
",
612,greenball,theory-of-mind,The green ball,The green ball,,,,"greenball
",
613,redball,theory-of-mind,The red ball,The red ball,,,,"redball
",
614,purpleball,theory-of-mind,The purple ball,The purple ball,,,,"purpleball
",
615,ToM-scene-12-instruct4,theory-of-mind,"On the way to school, Dad tells Emma, “I’m so sorry, I couldn’t pack the toy that you wanted because I couldn’t find it”.","On the way to school, Dad tells Emma, “I’m so sorry, I couldn’t pack the toy that you wanted because I couldn’t find it”.",,,,"ToM-scene-12-instruct4
",
616,ToM-scene-12-q4-reality_check,theory-of-mind,What toy does Emma want?,What toy does Emma want?,,,,"ToM-scene-12-q4-reality_check
",
617,ToM-scene-12-q5-reality_check,theory-of-mind,What toy did Dad pack for Emma?,What toy did Dad pack for Emma?,,,,"ToM-scene-12-q5-reality_check
",
618,ToM-scene-12-instruct5,theory-of-mind,Emma is very happy to play with her ball.,Emma is very happy to play with her ball.,,,,"ToM-scene-12-instruct5
",
619,ToM-scene13-instruct1,theory-of-mind,"Here is Gabriel. This afternoon at school, Gabriel put his pencil in his pencil box.","Here is Gabriel. This afternoon at school, Gabriel put his pencil in his pencil box.",,,,"ToM-scene13-instruct1
",
620,ToM-scene13-instruct2,theory-of-mind,"But while Gabriel was outside, someone used his pencil! After using Gabriel’s pencil, the person put the pencil in a basket.","But while Gabriel was outside, someone used his pencil! After using Gabriel’s pencil, the person put the pencil in a basket.",,,,"ToM-scene13-instruct2
",
621,ToM-scene13-instruct3,theory-of-mind,"So now it’s time for class, and Gabriel wants his pencil.","So now it’s time for class, and Gabriel wants his pencil.",,,,"ToM-scene13-instruct3
",
622,ToM-scene13-q1-false_belief,theory-of-mind,Where will Gabriel look for his pencil?,Where will Gabriel look for his pencil?,,,,"ToM-scene13-q1-false_belief
",
623,box,theory-of-mind,In the box,In the box,,,,"box
",
624,basket,theory-of-mind,In the basket,In the basket,,,,"basket
",
625,ToM-scene13-q2-reality_check,theory-of-mind,And where is his pencil really?,And where is his pencil really?,,,,"ToM-scene13-q2-reality_check
",
626,ToM-scene14-instruct1,theory-of-mind,"This afternoon when he came home, Bobby put his soccer ball on the table.","This afternoon when he came home, Bobby put his soccer ball on the table.",,,,"ToM-scene14-instruct1
",
627,ToM-scene14-instruct2,theory-of-mind,"And then he went outside to play, see? Here’s Bobby playing outside. And while he was outside playing, Bobby’s soccer ball fell off the table and onto the floor.","And then he went outside to play, see? Here’s Bobby playing outside. And while he was outside playing, Bobby’s soccer ball fell off the table and onto the floor.",,,,"ToM-scene14-instruct2
",
628,ToM-scene14-instruct3,theory-of-mind,"Then Bobby’s sister Anna comes in. Anna also has a soccer ball! Anna puts her soccer ball on the table. Bobby is still outside playing, so he didn’t see what Anna was doing.","Then Bobby’s sister Anna comes in. Anna also has a soccer ball! Anna puts her soccer ball on the table. Bobby is still outside playing, so he didn’t see what Anna was doing.",,,,"ToM-scene14-instruct3
",
629,ToM-scene14-q1-false_belief,theory-of-mind,"Now, when Bobby comes in from outside, where will he look first for his soccer ball?","Now, when Bobby comes in from outside, where will he look first for his soccer ball?",,,,"ToM-scene14-q1-false_belief
",
630,table,theory-of-mind,On the table,On the table,,,,"table
",
631,floor,theory-of-mind,On the floor,On the floor,,,,"floor
",
632,ToM-scene-14-instruct4,theory-of-mind,"Let’s see what he does. Oh look, here is Bobby reaching for the soccer ball on the table. And now Anna sees Bobby reaching for that soccer ball... the soccer ball that is Anna's!","Let’s see what he does. Oh look, here is Bobby reaching for the soccer ball on the table. And now Anna sees Bobby reaching for that soccer ball... the soccer ball that is Anna's!",,,,"ToM-scene-14-instruct4
",
633,ToM-scene-14-q2-emotion_reasoning,theory-of-mind,How do you think Anna feels about Bobby reaching for that soccer ball?,How do you think Anna feels about Bobby reaching for that soccer ball?,,,,"ToM-scene-14-q2-emotion_reasoning
",
634,ToM-scene-14-q3-emotion_reasoning,theory-of-mind,How do you think Anna would feel if she had not seen Bobby reaching for the soccer ball?,How do you think Anna would feel if she had not seen Bobby reaching for the soccer ball?,,,,"ToM-scene-14-q3-emotion_reasoning
",
635,ToM-scene-14-q4-false_belief,theory-of-mind,Is Bobby being mean and naughty for taking Anna’s soccer ball?,Is Bobby being mean and naughty for taking Anna’s soccer ball?,,,,"ToM-scene-14-q4-false_belief
",
636,ToM-scene-14-q5-false_belief,theory-of-mind,Should Bobby get in trouble with their mom for taking Anna’s soccer ball?,Should Bobby get in trouble with their mom for taking Anna’s soccer ball?,,,,"ToM-scene-14-q5-false_belief
",
637,ToM-scene-14-q6-reality_check,theory-of-mind,Can you help Anna find her soccer ball? Is it on the table or on the floor?,Can you help Anna find her soccer ball? Is it on the table or on the floor?,,,,"ToM-scene-14-q6-reality_check
",
638,ToM-scene-14-q7-reality_check,theory-of-mind,Can you help Bobby find his soccer ball? Is it on the table or on the floor?,Can you help Bobby find his soccer ball? Is it on the table or on the floor?,,,,"ToM-scene-14-q7-reality_check
",
639,ToM-scene-15-instruct1,theory-of-mind,"Alex, Beth, and Johnny are playing a game at the park. Here's how the game goes: One kid hides, but draws a clue in the sandbox so the other kids can find them. ","Alex, Beth, and Johnny are playing a game at the park. Here's how the game goes: One kid hides, but draws a clue in the sandbox so the other kids can find them. ",,,,"ToM-scene-15-instruct1
",
640,ToM-scene-15-instruct2,theory-of-mind,"Johnny decides to hide behind the flower bush. He draws a clue in the sand. Johnny means to draw the flower bush, but the drawing looks like a rock instead! Then Johnny goes to hide behind the flower bush.","Johnny decides to hide behind the flower bush. He draws a clue in the sand. Johnny means to draw the flower bush, but the drawing looks like a rock instead! Then Johnny goes to hide behind the flower bush.",,,,"ToM-scene-15-instruct2
",
641,ToM-scene-15-q1-reality_check,theory-of-mind,What did Johnny mean to draw?,What did Johnny mean to draw?,,,,"ToM-scene-15-q1-reality_check
",
642,flowerbush,theory-of-mind,A flower bush,A flower bush,,,,"flowerbush
",
643,rocks,theory-of-mind,A rock,A rock,,,,"rocks
",
644,ToM-scene-15-q2-false_belief,theory-of-mind,"When Alex and Beth see this clue, where will they look first for Johnny? Behind the flower bush or behind the rock?","When Alex and Beth see this clue, where will they look first for Johnny? Behind the flower bush or behind the rock?",,,,"ToM-scene-15-q2-false_belief
",
645,ToM-scene-15-q3-reality_check,theory-of-mind,Can you help them find where Johnny really is?,Can you help them find where Johnny really is?,,,,"ToM-scene-15-q3-reality_check
",
646,behind-flowerbush,theory-of-mind,Behind the flower bush,Behind the flower bush,,,,"behind-flowerbush
",
647,behind-rock,theory-of-mind,Behind the rock,Behind the rock,,,,"behind-rock
",
648,ToM-scene-15-q4-emotion_reasoning,theory-of-mind,"Look, Alex and Beth found Johnny, and won the game! How do you think Alex and Beth feel about winning the game?","Look, Alex and Beth found Johnny, and won the game! How do you think Alex and Beth feel about winning the game?",,,,"ToM-scene-15-q4-emotion_reasoning
",
649,ToM-scene-16-instruct1,theory-of-mind,Dad tells James and Sophie to get ready for school. Dad tells them to put on their shoes.,Dad tells James and Sophie to get ready for school. Dad tells them to put on their shoes.,,,,"ToM-scene-16-instruct1
",
650,ToM-scene-16-instruct2,theory-of-mind,Sophie can’t find one of her shoes! She’s looking everywhere but she can't find it.,Sophie can’t find one of her shoes! She’s looking everywhere but she can't find it.,,,,"ToM-scene-16-instruct2
",
651,ToM-scene-16-q1-emotion_reasoning,theory-of-mind,How does Sophie feel about losing her shoe? ,How does Sophie feel about losing her shoe? ,,,,"ToM-scene-16-q1-emotion_reasoning
",
652,ToM-scene-16-q2-emotion_reasoning,theory-of-mind,How would Sophie feel if she found her shoe?,How would Sophie feel if she found her shoe?,,,,"ToM-scene-16-q2-emotion_reasoning
",
653,ToM-scene-16-instruct3,theory-of-mind,"Sophie can't find her shoe because earlier in the day, when no one was looking, James played a trick on Sophie and hid her shoe in the toy box.","Sophie can't find her shoe because earlier in the day, when no one was looking, James played a trick on Sophie and hid her shoe in the toy box.",,,,"ToM-scene-16-instruct3
",
654,ToM-scene-16-instruct4,theory-of-mind,"So Sophie looks everywhere and she can’t find her shoe. Dad gets mad at Sophie, because she lost her shoe and now they are late for school.","So Sophie looks everywhere and she can’t find her shoe. Dad gets mad at Sophie, because she lost her shoe and now they are late for school.",,,,"ToM-scene-16-instruct4
",
655,ToM-scene-16-q3-false_belief,theory-of-mind,Is it fair that Dad is mad at Sophie for losing her shoe?,Is it fair that Dad is mad at Sophie for losing her shoe?,,,,"ToM-scene-16-q3-false_belief
",
656,ToM-scene-16-q4-reference,theory-of-mind,Is Dad mad at James?,Is Dad mad at James?,,,,"ToM-scene-16-q4-reference
",
657,ToM-scene-16-q5-reference,theory-of-mind,Is Sophie mad at James?,Is Sophie mad at James?,,,,"ToM-scene-16-q5-reference
",
658,ToM-scene-16-instruct5,theory-of-mind,"When James sees that Dad is mad at Sophie, he goes to the toy box and gets the shoe, and gives it back to Sophie.","When James sees that Dad is mad at Sophie, he goes to the toy box and gets the shoe, and gives it back to Sophie.",,,,"ToM-scene-16-instruct5
",
659,ToM-scene-16-q6-reference,theory-of-mind,Is Dad mad at Sophie now?,Is Dad mad at Sophie now?,,,,"ToM-scene-16-q6-reference
",
660,ToM-scene-16-q7-reference,theory-of-mind,Is Dad mad at James now?,Is Dad mad at James now?,,,,"ToM-scene-16-q7-reference
",
661,ToM-scene-16-q8-reference,theory-of-mind,Is Sophie mad at James now?,Is Sophie mad at James now?,,,,"ToM-scene-16-q8-reference
",
662,ToM-scene-16-instruct6,theory-of-mind,"James tells Sophie that he’s very sorry, and Sophie and Dad forgive James. They all hug.","James tells Sophie that he’s very sorry, and Sophie and Dad forgive James. They all hug.",,,,"ToM-scene-16-instruct6
",
663,ToM-scene-17-instruct1,theory-of-mind,"This is Mika. Mika’s mom owns a bookshop, and sometimes Mika helps out. Earlier today, Mika was organizing books on tables and shelves. Mika put a very large stack of blue books on the desk, a medium-sized stack of red books on the table, and a small stack of yellow books on the shelf.","This is Mika. Mika’s mom owns a bookshop, and sometimes Mika helps out. Earlier today, Mika was organizing books on tables and shelves. Mika put a very large stack of blue books on the desk, a medium-sized stack of red books on the table, and a small stack of yellow books on the shelf.",,,,"ToM-scene-17-instruct1
",
664,ToM-scene-17-instruct2,theory-of-mind,"Mika’s mom just walked in. Mom asks Mika for one of the books. Mika remembers where the book is, and tells mom, “The book is in the small stack!”","Mika’s mom just walked in. Mom asks Mika for one of the books. Mika remembers where the book is, and tells mom, “The book is in the small stack!”",,,,"ToM-scene-17-instruct2
",
665,ToM-scene-17-q1-reference,theory-of-mind,Which stack of books will mom look in?,Which stack of books will mom look in?,,,,"ToM-scene-17-q1-reference
",
666,ToM-scene-17-q2-reality_check,theory-of-mind,Which stack of books was Mika talking about?,Which stack of books was Mika talking about?,,,,"ToM-scene-17-q2-reality_check
",
667,bluestack,theory-of-mind,The large blue stack,The blue stack,,,,"bluestack
",
668,redstack,theory-of-mind,The medium sized red stack,The red stack,,,,"redstack
",
669,yellowstack,theory-of-mind,The small yellow stack,The yellow stack,,,,"yellowstack
",
670,ToM-scene-17-q3-emotion_reasoning,theory-of-mind,Mom looks in the wrong stack of books and can’t find the book that she wanted. How do you think Mom feels about not finding the book she wanted?,Mom looks in the wrong stack of books and can’t find the book that she wanted. How do you think Mom feels about not finding the book she wanted?,,,,"ToM-scene-17-q3-emotion_reasoning
",
671,ToM-scene-17-q4-emotion_reasoning,theory-of-mind,How do you think Mom would feel if she could find the book she wanted?,How do you think Mom would feel if she could find the book she wanted?,,,,"ToM-scene-17-q4-emotion_reasoning
",
672,ToM-scene-18-instruct1,theory-of-mind,"George and Kat are playing together. They look outside and see a new toy shop across the street. Kat decides to go buy some new toys at the toy shop. Kat asks George what toy he would like to have, and George says he would like a new basketball.","George and Kat are playing together. They look outside and see a new toy shop across the street. Kat decides to go buy some new toys at the toy shop. Kat asks George what toy he would like to have, and George says he would like a new basketball.",,,,"ToM-scene-18-instruct1
",
673,ToM-scene-18-instruct2,theory-of-mind,"While Kat is walking to the toy shop, George changes his mind and yells to Kat, “Actually, can I please have some crayons?” But Kat did not hear George ask for crayons.","While Kat is walking to the toy shop, George changes his mind and yells to Kat, “Actually, can I please have some crayons?” But Kat did not hear George ask for crayons.",,,,"ToM-scene-18-instruct2
",
674,ToM-scene-18-q1-false_belief,theory-of-mind,Which toy does Kat think George wants from the toy shop?,Which toy does Kat think George wants from the toy shop?,,,,"ToM-scene-18-q1-false_belief
",
675,ToM-scene-18-instruct3,theory-of-mind,"Kat didn’t hear George say that he wanted crayons. So Kat thinks George wants a basketball. Kat goes to the toy shop, but then the shop owner says that they don’t have any basketballs! But they do have storybooks, so Kat buys a storybook for George instead.","Kat didn’t hear George say that he wanted crayons. So Kat thinks George wants a basketball. Kat goes to the toy shop, but then the shop owner says that they don’t have any basketballs! But they do have storybooks, so Kat buys a storybook for George instead.",,,,"ToM-scene-18-instruct3
",
676,ToM-scene-18-q2-false_belief,theory-of-mind,Does George know that Kat bought a storybook?,Does George know that Kat bought a storybook?,,,,"ToM-scene-18-q2-false_belief
",
677,ToM-scene-18-q3-false_belief,theory-of-mind,What does George think Kat bought at the toy shop?,What does George think Kat bought at the toy shop?,,,,"ToM-scene-18-q3-false_belief
",
678,basketball,theory-of-mind,A basketball,A basketball,,,,"basketball
",
679,storybook,theory-of-mind,A storybook,A storybook,,,,"storybook
",
680,crayons,theory-of-mind,Crayons,Crayons,,,,"crayons
",
681,ToM-scene-18-instruct4,theory-of-mind,"Kat comes back and tells George, “I’m so sorry, I couldn’t buy you a basketball because the store didn’t have any.”","Kat comes back and tells George, “I’m so sorry, I couldn’t buy you a basketball because the store didn’t have any.”",,,,"ToM-scene-18-instruct4
",
682,ToM-scene-18-q4-reality_check,theory-of-mind,What toy does George want?,What toy does George want?,,,,"ToM-scene-18-q4-reality_check
",
683,ToM-scene-18-q5-reality_check,theory-of-mind,What toy did Kat buy for George?,What toy did Kat buy for George?,,,,"ToM-scene-18-q5-reality_check
",
684,ToM-scene-18-instruct5,theory-of-mind,George is very happy to play with his new storybook.,George is very happy to play with his new storybook.,,,,"ToM-scene-18-instruct5
",
685,inferenceInstructions2,roar-inference,Welcome to ROAR - Inference,Welcome to ROAR - Inference,,,,"inferenceInstructions2
",
686,inferenceInstructions,roar-inference,Read each story carefully. Think about what happened in the story and what you know. Choose the best answer for each question.,Read each story carefully. Think about what happened in the story and what you know. Choose the best answer for each question.,,,,"inferenceInstructions
",
